date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2021-01-22,112808.50212836453,2446.0174254026833,2405.919156219487,730,324,219,241,217,166,90,149,68,0
2021-01-23,112865.60039754772,2463.0174254026833,1120.919156219487,494,173,80,79,79,46,27,43,11,0
2021-01-24,113601.19866673092,1856.517425402683,1129.2524895528202,494,218,92,103,67,30,23,40,15,0
2021-01-25,114089.46360258078,1617.517425402683,2901.6274895528204,602,664,348,254,244,169,96,181,106,1
2021-01-26,113457.35353843065,2269.5174254026833,2483.3179657432966,654,270,370,199,242,174,93,161,102,2
2021-01-27,113413.3392299741,2439.3036572867413,2702.1512990766296,694,276,302,260,301,209,131,221,112,3
2021-01-28,113080.94992151753,2369.7619906200744,2521.1474529227835,652,315,253,240,304,204,110,167,79,2
2021-01-29,112916.22279254816,2356.4203239534077,2548.24665927199,699,331,242,235,275,180,102,180,100,5
2021-01-30,112929.1596847428,2561.1835514666354,1139.74665927199,530,141,87,86,91,46,24,52,11,1
2021-01-31,113641.09657693745,1851.6835514666352,1067.74665927199,460,203,74,57,71,27,25,51,19,2
2021-02-01,114235.03346913209,1661.6835514666352,3039.5187180955195,646,676,399,197,283,148,91,178,119,6
2021-02-02,113529.82330250321,2334.3085514666354,2370.531647447588,683,406,536,366,439,301,185,255,154,8
2021-02-03,113486.91600472678,2327.624349671163,2640.091647447588,423,188,227,194,203,135,80,147,67,0
2021-02-04,113209.48870695036,2362.664349671163,2182.9249807809215,510,207,149,151,191,135,85,120,72,5
2021-02-05,113190.89474250727,2164.3310163378296,2533.1472030031437,750,353,236,225,239,177,112,174,80,4
2021-02-06,113143.5091113975,2485.7615718933853,1151.8972030031437,534,197,72,77,72,59,24,35,17,0
2021-02-07,113783.97348028775,1792.3615718933852,1056.8972030031437,461,213,58,50,62,29,22,44,19,2
2021-02-08,114265.437849178,1538.3615718933852,2796.862720244523,632,595,373,204,215,185,85,159,73,6
2021-02-09,113874.43670082686,2405.861571893385,2679.6321646889674,632,268,395,219,262,220,120,205,109,4
2021-02-10,113683.97840961858,2489.173873480687,2583.798831355634,640,318,294,213,278,217,133,180,122,6
2021-02-11,113513.38678507696,2413.20720681402,2437.909942466745,665,321,217,217,275,200,96,158,91,4
2021-02-12,113320.90627164645,2245.4294290362423,2278.8385138953167,647,338,226,214,239,166,79,132,66,2
2021-02-13,113264.35432964453,2222.2865718933854,992.6590267158294,448,127,84,77,72,35,18,36,18,1
2021-02-14,113936.84854148875,1665.153238560052,1088.9923600491627,478,213,77,67,79,40,17,33,8,0
2021-02-15,114147.67608666631,1299.8199052267187,1220.9923600491627,374,273,153,124,105,79,41,64,33,3
2021-02-16,114328.78934612958,1402.105619512433,2149.182836239639,391,323,316,156,190,131,72,133,49,6
2021-02-17,114064.99308178332,1885.3865718933853,2172.961184211958,636,298,503,386,372,273,150,263,152,10
2021-02-18,113888.51109504547,1996.4791974741054,2215.348847610651,259,96,93,119,112,87,41,75,35,4
2021-02-19,113605.46783379781,1932.3055863629943,2580.348847610651,740,205,206,289,296,195,95,178,106,8
2021-02-20,113657.92457255015,2632.8055863629943,1052.671069832873,512,108,70,91,81,52,17,26,16,0
2021-02-21,114435.63686685805,1830.383364140772,1119.671069832873,467,224,70,71,62,52,27,53,21,0
2021-02-22,114999.34916116596,1683.383364140772,2996.2433021766733,637,696,284,225,280,217,104,206,93,11
2021-02-23,114633.3941636509,2630.2883046616166,2933.580603763975,681,329,345,277,355,238,118,181,120,16
2021-02-24,114379.47130899299,2679.657749106061,2968.2675085258797,763,371,340,212,333,278,117,203,131,9
2021-02-25,114227.86274004936,2816.6589395822516,2865.727431390191,764,349,249,191,326,264,124,219,131,16
2021-02-26,114186.96578390097,2824.830475241806,2871.962474125234,853,382,215,197,307,222,116,213,122,7
2021-02-27,114112.33378501754,2797.330475241806,1204.3470895098494,551,179,81,77,95,44,30,29,22,5
2021-02-28,114911.58640151873,2003.5997060110367,1148.180422843183,497,222,89,61,72,58,14,29,27,3
2021-03-01,115480.50568468658,1717.0997060110367,3327.608527418346,670,736,474,190,249,239,117,212,135,19
2021-03-02,114635.33097589867,2482.4338186304435,2896.508527418346,708,322,368,223,273,236,126,206,153,14
2021-03-03,114386.25626711077,2647.4338186304435,3066.163289323108,747,344,342,309,299,315,87,163,171,9
2021-03-04,114196.34227260858,2876.2492948209197,3072.376039261961,811,362,260,298,288,263,141,225,127,14
2021-03-05,113966.94009096564,2842.973857619012,2896.8911907771126,864,396,237,305,296,211,80,137,102,20
2021-03-06,113796.84093962572,2726.7920394371936,1307.7245241104458,603,217,94,79,75,58,19,37,21,4
2021-03-07,114512.57512161914,2023.4587061038603,1099.7245241104458,463,231,84,69,56,45,11,47,8,5
2021-03-08,115246.30930361255,1833.4587061038603,3193.3911907771126,667,752,452,254,242,232,102,177,106,17
2021-03-09,114671.8768189393,2618.9587061038605,3649.4830275118065,796,435,486,321,368,354,138,204,183,25
2021-03-10,114368.53361998033,3346.13982855284,1816.4830275118063,588,219,194,137,148,130,67,95,63,6
2021-03-11,114406.69042102137,1854.63982855284,2971.1648456936246,601,546,257,297,310,235,133,171,121,24
2021-03-12,114240.46540388057,2804.93982855284,2675.8991385977783,801,418,272,244,236,207,82,124,90,5
2021-03-13,114191.90235233905,2627.3360870562415,1388.5152193678136,574,160,151,113,113,88,30,49,21,0
2021-03-14,114872.82282245476,2069.4356894835273,1256.3284011859955,547,228,86,75,103,45,26,30,24,3
2021-03-15,115256.53636949355,1640.0419482247862,3061.3006234082177,623,720,445,271,242,193,93,150,101,8
2021-03-16,114621.94436097678,2426.7086148914527,2888.4439863858197,662,344,440,304,271,250,127,163,127,25
2021-03-17,114489.58425096452,2756.0838763735505,2970.3606530524867,718,346,314,347,304,273,149,182,102,12
2021-03-18,114044.84914095224,2525.6255430402175,2867.6481530524866,713,386,274,279,340,268,118,164,114,16
2021-03-19,113879.06896947628,2701.867981576524,2665.5769920037974,780,337,224,253,289,201,98,147,97,11
2021-03-20,114088.28505268197,2874.7930752094826,1329.3008726008122,582,161,101,100,122,72,35,51,24,0
2021-03-21,114888.57576275333,2129.5915826721694,1133.2551209668254,500,214,75,80,81,38,23,32,17,0
2021-03-22,115636.8730087724,1881.5523669858947,3139.989969451674,720,738,382,237,290,176,130,164,116,13
2021-03-23,115145.23843660965,2648.355397288925,2852.739969451674,702,344,425,227,313,216,96,193,117,15
2021-03-24,115029.8538644469,2737.355397288925,2986.3927472294517,744,326,355,287,354,225,129,196,130,18
2021-03-25,114792.81651450637,2749.355397288925,3343.955741881858,748,391,255,311,348,267,145,304,212,74
2021-03-26,114455.09981816061,3006.239045536103,2785.4140752151916,767,407,256,289,294,232,106,134,93,13
2021-03-27,114423.63312181486,2753.947378869436,1203.9140752151914,535,164,107,71,96,52,40,35,21,0
2021-03-28,115293.1664254691,2073.447378869436,1239.3623510772604,531,247,101,69,93,51,37,30,14,3
2021-03-29,115827.40662567507,1773.602551283229,3147.433779648689,672,784,414,253,290,205,115,148,96,18
2021-03-30,115167.64682588103,2487.673979854658,2818.2138293998282,730,321,413,254,298,225,112,144,144,21
2021-03-31,115075.14266265857,2725.709666177366,2887.2138293998282,741,400,348,255,304,208,121,155,125,13
2021-04-01,114804.63849943611,2616.709666177366,3115.441329399828,750,432,295,321,365,262,162,157,150,30
2021-04-02,114401.08655843588,2711.8893883995884,2304.3699008283998,687,363,210,236,227,179,103,104,63,8
2021-04-03,114557.20128410231,2460.4846264948264,1260.6199008283995,565,202,111,83,87,53,23,30,16,3
2021-04-04,115244.31600976874,1947.7346264948267,1136.6199008283995,489,214,75,70,91,45,32,18,18,1
2021-04-05,115967.43073543516,1859.7346264948267,3076.6199008283998,699,653,424,240,250,226,121,146,152,13
2021-04-06,115521.04546110159,2630.2346264948264,3093.6199008283998,774,391,451,267,302,245,125,143,126,19
2021-04-07,115245.66018676801,2818.2346264948264,3115.5545413512755,821,376,352,300,395,246,145,150,118,18
2021-04-08,114985.37948759783,2855.2738421811014,3070.721208017942,835,453,278,297,370,277,144,165,93,23
2021-04-09,114780.76545509433,2866.1071755144344,2790.2926365893704,850,390,235,246,336,239,90,130,98,11
2021-04-10,114979.81808925749,2989.34527075253,1352.7926365893707,597,212,116,86,119,58,29,42,31,0
2021-04-11,115586.87072342065,1959.8452707525298,1224.6497794465135,504,282,101,103,107,62,36,49,24,4
2021-04-12,116271.35192901238,1909.130985038244,3169.3750046717387,743,730,413,238,278,199,104,141,133,15
2021-04-13,115577.78808955906,2475.8111652184243,3006.3750046717387,688,353,462,269,322,265,134,147,138,25
2021-04-14,115312.22425010575,2740.8111652184243,2849.208338005072,743,354,355,260,294,232,126,145,125,12
2021-04-15,115161.8270773191,2698.8111652184243,2934.208338005072,750,396,265,275,344,231,126,194,141,18
2021-04-16,114976.92990453246,2749.3111652184243,2825.652044588015,804,339,265,280,274,258,136,167,85,15
2021-04-17,114935.15658416809,2783.8787242236517,1224.902044588015,527,171,111,81,88,65,38,34,25,3
2021-04-18,115675.88326380373,1965.6287242236515,1201.0449017308722,529,236,75,84,65,60,24,39,25,2
2021-04-19,116285.18137201079,1810.3430099379373,3171.1392413535136,680,699,414,264,292,211,102,161,145,22
2021-04-20,115751.51721606692,2637.4750854096355,2931.3117688260413,687,359,434,267,278,279,112,176,121,31
2021-04-21,115513.97987330984,2693.774426068976,2930.8831973974698,719,353,358,281,316,257,134,162,152,22
2021-04-22,115205.87110198135,2622.774426068976,2975.618840961826,715,399,301,304,377,298,133,173,133,35
2021-04-23,114821.47223164295,2591.2199706234314,2501.618840961826,605,374,244,232,258,227,97,103,112,16
2021-04-24,114980.07336130456,2660.2199706234314,1245.6188409618262,547,182,111,67,98,63,24,30,23,4
2021-04-25,115545.17449096616,1810.7199706234314,1183.5810858597854,467,280,82,79,99,46,29,24,12,0
2021-04-26,116065.69806960737,1704.1046645009824,3147.3668001455,664,653,389,272,284,255,146,165,137,15
2021-04-27,115477.93593396284,2559.6046645009824,2955.011244589944,700,342,419,294,298,235,134,161,145,22
2021-04-28,115424.97379831833,2902.0491089454267,3008.454331970473,831,360,333,290,309,253,146,153,125,25
2021-04-29,115079.68711601304,2663.167649665186,2854.954331970473,722,368,223,292,320,279,123,159,136,28
2021-04-30,114951.90043370776,2727.167649665186,2877.2356879026765,854,419,231,260,309,260,117,139,111,16
2021-05-01,114934.48203227414,2859.8172864690605,1188.2356879026765,521,188,87,76,120,58,36,24,20,2
2021-05-02,115713.06363084052,1966.8172864690603,1163.2356879026765,492,262,72,68,74,62,23,26,18,2
2021-05-03,116382.64522940692,1832.8172864690603,3250.378545045534,736,709,427,297,284,261,137,154,102,20
2021-05-04,115750.62365337012,2618.356969008743,2963.6971852068705,666,343,430,247,322,235,154,145,119,26
2021-05-05,115480.50095373782,2693.5744855745743,2870.6971852068705,728,323,380,282,306,252,133,161,134,11
2021-05-06,115440.37825410553,2830.574485574574,2975.252740762426,811,406,258,295,349,245,140,168,101,16
2021-05-07,115376.25555447323,2911.1300411301295,2704.752740762426,813,389,259,270,291,207,102,134,97,15
2021-05-08,115517.23999769808,2845.7371839872726,1225.7194074290926,537,214,85,90,111,76,31,49,16,4
2021-05-09,116357.62444092293,2066.103850653939,1216.2194074290926,526,280,77,65,81,54,30,21,23,0
2021-05-10,116779.00888414777,1637.6038506539392,3275.219407429093,644,766,423,285,284,202,132,150,141,26
2021-05-11,116069.39332737261,2565.603850653939,2861.219407429093,630,350,379,268,329,256,126,180,138,24
2021-05-12,115925.77777059746,2717.603850653939,2950.219407429093,735,325,368,263,334,249,118,210,154,23
2021-05-13,115749.0511027112,2773.492739542828,2880.586074095759,756,404,263,260,371,260,146,169,104,27
2021-05-14,115805.54943482493,2937.084406209495,2911.9194074290926,884,439,217,298,281,228,105,139,116,19
2021-05-15,115854.79776693867,2961.167739542828,1252.252740762426,604,184,85,87,86,73,28,31,30,3
2021-05-16,116519.2560990524,1916.7110728761613,1163.252740762426,454,289,78,84,64,52,21,40,18,1
2021-05-17,117157.71443116614,1801.7110728761613,3285.7655612752465,706,765,383,284,256,271,137,153,159,13
2021-05-18,116683.67276327987,2811.7238933889817,2893.59889460858,707,347,437,258,315,290,122,131,133,24
2021-05-19,116601.21442872695,2811.1405600556486,3121.0091510188363,746,400,365,298,392,277,153,162,145,21
2021-05-20,116332.9996839176,2852.794406209495,2995.3075637172487,811,398,256,289,355,319,157,159,110,22
2021-05-21,116210.19605021937,2872.5039300190183,2774.021345768531,780,384,241,270,286,252,123,133,118,15
2021-05-22,116319.86645498268,2883.691750531839,1229.021345768531,560,173,87,87,90,54,32,40,16,2
2021-05-23,117244.37019307932,2153.5250838651723,1296.521345768531,555,257,94,90,107,67,25,28,27,2
2021-05-24,117793.37393117596,1845.5250838651723,3263.383664609111,676,783,445,261,279,255,140,155,125,30
2021-05-25,117315.77621999723,2785.78595343039,3046.378245889899,760,323,452,264,334,258,127,167,143,24
2021-05-26,117239.00018369537,2969.6022095880253,3094.9958929487225,820,374,388,291,347,272,137,136,106,23
2021-05-27,117006.16532386409,2862.161033117437,3098.4958929487225,814,429,258,303,374,291,122,152,142,46
2021-05-28,116740.8304640328,2833.161033117437,2904.0742062017343,818,451,266,266,303,226,126,145,86,23
2021-05-29,116726.20042347861,2889.4441656475574,1241.8519839795122,606,148,97,93,96,70,33,27,12,5
2021-05-30,117671.29260514666,2186.9441656475574,1270.6519839795124,605,255,81,60,84,45,31,24,12,1
2021-05-31,118329.9847868147,1929.3441656475575,1361.6519839795124,549,277,127,94,92,74,47,52,25,3
2021-06-01,118941.67696848276,1973.3441656475575,3797.575060902589,777,664,663,305,339,277,166,186,147,27
2021-06-02,118163.95889374055,3019.856986160378,3397.4083942359225,820,391,518,349,451,293,151,173,113,20
2021-06-03,117662.57415233167,2896.0236528270448,3262.134710025396,792,367,361,319,431,330,139,184,141,20
2021-06-04,117432.61046355436,3032.171021248097,3010.251376692063,870,470,231,342,336,271,113,136,88,17
2021-06-05,117545.6301081104,3123.2710212480974,1292.0180433587295,606,183,87,101,98,67,37,37,15,1
2021-06-06,118453.8164193331,2200.2043545814304,1253.2055433587295,567,275,77,69,88,47,18,23,13,1
2021-06-07,119022.5652305558,1821.9543545814306,3189.192722845909,641,786,365,264,315,263,100,151,128,28
2021-06-08,118606.98070844517,2773.6082007352766,3179.813397951394,761,377,448,294,394,308,158,180,134,38
2021-06-09,118497.7411230434,3070.5738125496227,3309.563397951394,864,416,379,288,390,313,149,209,110,24
2021-06-10,118195.00153764163,3006.8238125496227,3046.563397951394,792,413,320,320,385,286,128,154,112,31
2021-06-11,118232.92861890652,3084.4904792162893,2716.1357249954194,788,403,222,269,302,219,105,118,82,19
2021-06-12,118467.1512976557,2950.358403744591,1284.6847446032625,588,208,84,84,105,59,35,33,19,1
2021-06-13,119313.79391104539,2131.3273579929573,1559.9347446032625,576,319,158,96,91,82,48,69,46,10
2021-06-14,119656.26985776842,1902.4106913262906,3941.5595603389593,738,736,431,253,290,251,791,243,86,26
2021-06-15,118538.03490648372,2823.3246090542566,2966.49716804871,745,332,410,283,337,266,129,161,109,30
2021-06-16,118500.03622504028,2928.498486605277,3224.19716804871,842,427,372,286,357,283,148,189,120,26
2021-06-17,118120.53754359685,2844.6984866052767,3282.5305013820434,812,375,274,345,370,295,136,173,280,57
2021-06-18,117972.03886215342,3134.03181993861,2681.5305013820434,849,361,216,241,270,234,126,141,96,25
2021-06-19,118068.54018070998,2778.03181993861,1261.5305013820434,579,204,98,79,102,63,23,33,17,2
2021-06-20,118880.04149926655,2073.03181993861,1229.654433005975,532,269,81,86,93,57,21,32,22,5
2021-06-21,119495.59837337867,1845.2113071180975,3341.654433005975,714,707,464,256,305,255,148,170,130,24
2021-06-22,118977.1552474908,2823.2113071180975,3845.1281172165013,797,342,499,355,383,389,210,220,219,200
2021-06-23,118544.12440230467,3412.097272030378,3026.1237408488864,748,360,358,347,345,248,154,178,97,30
2021-06-24,118438.09355711854,2920.092895662763,3175.047550372696,809,434,283,327,374,323,159,208,111,42
2021-06-25,118093.26271193242,2830.2167051865727,2906.447550372696,818,420,261,284,311,302,112,155,86,22
2021-06-26,118296.26520007964,3109.4500385199062,1270.997550372696,630,163,102,85,95,63,38,43,18,2
2021-06-27,119214.93435489351,2189.666705186573,1337.6642170393627,557,290,113,99,100,62,36,37,15,6
2021-06-28,119828.60350970739,1951.3333718532394,3745.1642170393625,763,816,470,264,330,311,165,217,151,40
2021-06-29,119056.27266452127,2972.8333718532394,4286.0392170393625,808,369,877,394,440,412,237,315,166,60
2021-06-30,118786.27515266847,4016.0417051865725,3112.7058837060295,888,394,342,333,322,294,137,167,91,36
2021-07-01,118587.77764081568,2914.2083718532394,3517.3877018878475,854,489,301,352,429,306,175,241,150,54
2021-07-02,118124.29528047805,3053.905341550209,3156.554368554514,935,462,314,285,356,255,129,151,82,45
2021-07-03,117984.81292014041,3017.072008216876,1378.5543685545142,662,203,98,96,92,66,35,32,17,7
2021-07-04,118837.83055980277,2231.572008216876,1391.0265907767364,675,274,75,77,80,67,32,32,11,4
2021-07-05,119467.34819946512,2020.5442304390979,1381.8599241100696,561,228,168,112,76,74,38,42,21,7
2021-07-06,120052.8658391275,1967.3775637724314,3539.3599241100696,675,697,655,307,390,270,155,168,104,29
2021-07-07,119426.88347878985,2913.377563772431,3296.4849241100696,752,430,498,351,391,262,180,184,76,25
2021-07-08,119113.90111845221,2983.502563772431,3216.207146332292,846,381,355,363,379,293,161,204,114,26
2021-07-09,118887.36320255902,2989.669230439098,3045.373812998959,883,457,255,339,347,263,112,162,95,26
2021-07-10,118941.99195333249,3100.002563772431,1294.3738129989586,599,168,92,105,99,76,29,43,19,7
2021-07-11,119741.62070410597,2094.002563772431,1342.3738129989586,550,287,118,106,86,55,28,29,17,4
2021-07-12,120238.24945487943,1839.0025637724314,3200.6919948171403,718,782,404,271,276,286,128,173,92,17
2021-07-13,119831.6963874711,2794.138927408795,3027.3031059282516,717,358,441,288,357,308,146,174,83,34
2021-07-14,119936.30998672941,3131.916705186573,3245.8031059282516,854,381,374,333,415,290,149,198,117,39
2021-07-15,119571.42358598774,2880.9167051865725,3190.0364392615847,830,420,307,338,388,315,144,195,96,40
2021-07-16,119316.8705185794,2935.4833718532395,2871.2940150191607,851,424,256,270,339,254,128,144,69,22
2021-07-17,119445.1735117771,2999.5970082168756,1310.2940150191607,610,185,96,87,109,76,33,59,9,2
2021-07-18,120291.47650497482,2156.5970082168756,1369.7940150191607,602,267,101,96,101,58,35,41,24,1
2021-07-19,120736.27949817253,1814.5970082168758,3313.0440150191607,748,743,479,280,331,249,140,177,77,48
2021-07-20,120208.58249137025,2785.3470082168756,3154.866237241383,735,334,413,280,340,280,146,168,182,41
2021-07-21,120211.88548456796,3158.169230439098,3181.5329039080493,831,384,404,312,361,326,112,160,99,29
2021-07-22,119831.35514443235,2801.002563772431,2989.0329039080493,730,422,254,277,394,314,163,174,89,25
2021-07-23,119698.32480429673,2856.002563772431,2800.0329039080493,889,446,217,241,316,259,131,142,69,29
2021-07-24,119780.29446416111,2882.002563772431,1247.3277757029214,560,163,89,99,91,86,27,37,18,3
2021-07-25,120651.71284197421,2118.746153516021,1305.1611090362546,581,278,81,81,88,63,23,33,18,4
2021-07-26,121173.46455312065,1826.9128201826877,3194.3277757029214,701,759,438,280,311,264,153,160,65,23
2021-07-27,120646.71626426707,2667.5794868493545,3066.5777757029214,765,368,440,303,351,288,164,162,82,26
2021-07-28,120467.96797541351,2887.8294868493545,2956.544442369588,806,347,355,268,340,278,154,184,101,26
2021-07-29,120293.55301989327,2782.129486849354,2957.6422201473656,770,395,260,306,364,285,155,177,99,40
2021-07-30,120185.85139770637,2849.9405979604653,3052.6287066338523,877,433,274,296,328,296,141,192,92,27
2021-07-31,120204.04166741137,3070.8189763388436,1399.9620399671855,668,169,100,108,100,73,26,49,14,4
2021-08-01,120975.89860378302,2171.8189763388436,1422.3507901152243,631,269,103,103,103,88,38,70,21,7
2021-08-02,121472.59047986381,1919.042666196011,3399.1007901152243,751,855,474,284,278,276,123,143,89,35
2021-08-03,120854.1573559446,2780.667666196011,4133.200790115224,777,499,450,308,550,492,258,362,185,73
2021-08-04,120306.47423202539,3585.517666196011,3182.7102853270403,849,348,428,299,362,298,159,181,90,32
2021-08-05,120141.41538446823,3017.6514377698895,3235.43528532704,857,460,384,271,392,311,164,168,85,43
2021-08-06,120056.52320357774,3150.5431044365564,2954.4352853270407,914,449,315,260,305,269,131,133,76,20
2021-08-07,120289.63102268726,3187.5431044365564,1487.9352853270404,688,204,122,103,125,94,41,37,33,7
2021-08-08,120984.98884179679,2183.2931044365564,1504.9352853270404,632,273,117,135,112,80,45,46,14,8
2021-08-09,121420.3466609063,1940.2931044365562,3506.101951993707,793,786,480,334,338,282,149,176,84,19
2021-08-10,120638.20448001582,2723.959771103223,3233.2686186603737,795,363,514,324,366,325,141,197,82,35
2021-08-11,120425.39563245866,3020.459771103223,3300.7686186603737,893,383,429,366,341,309,180,188,88,32
2021-08-12,120053.4756737904,2928.8486599921116,3238.7686186603737,840,405,331,415,370,305,150,212,107,22
2021-08-13,119799.05571512214,2984.3486599921116,3105.4352853270407,948,448,271,390,294,274,140,165,81,28
2021-08-14,119797.30242312055,3103.681993325445,1365.4352853270404,693,165,92,107,103,66,44,43,12,4
2021-08-15,120611.54913111895,2179.681993325445,1466.3352853270405,673,250,91,93,98,89,58,40,25,8
2021-08-16,121070.79583911736,1925.5819933254452,3469.987827699922,768,841,469,329,320,242,155,156,75,29
2021-08-17,120242.81373355644,2642.0057221390043,3106.987827699922,763,374,433,285,367,313,168,181,110,31
2021-08-18,120020.83162799552,2885.0057221390043,3037.862827699922,794,368,353,305,391,292,176,168,77,36
